Title,Title20,Title29,ISSN,EISSN,Category name
STEM CELL REVIEWS AND REPORTS,STEM CELL REV REP,STEM CELL REV REP,2629-3269,2629-3277,MOLECULAR BIOLOGY & GENETICS
STEM CELLS,STEM CELLS,STEM CELLS,1066-5099,1549-4918,MOLECULAR BIOLOGY & GENETICS
STEM CELLS AND DEVELOPMENT,STEM CELLS DEV,STEM CELLS DEV,1547-3287,1557-8534,CLINICAL MEDICINE
STEM CELLS INTERNATIONAL,STEM CELLS INT,STEM CELLS INT,1687-966X,1687-9678,MOLECULAR BIOLOGY & GENETICS
STEM CELLS TRANSLATIONAL MEDICINE,STEM CELL TRANSL MED,STEM CELLS TRANSL MED,2157-6564,2157-6580,MOLECULAR BIOLOGY & GENETICS
STEREOTACTIC AND FUNCTIONAL NEUROSURGERY,STEREOT FUNCT NEUROS,STEREOTACT FUNCT NEUROSURG,1011-6125,1423-0372,CLINICAL MEDICINE
STEROIDS,STEROIDS,STEROIDS,0039-128X,1878-5867,BIOLOGY & BIOCHEMISTRY
STOCHASTIC ANALYSIS AND APPLICATIONS,STOCH ANAL APPL,STOCHASTIC ANAL APPL,0736-2994,1532-9356,MATHEMATICS
STOCHASTIC ENVIRONMENTAL RESEARCH AND RISK ASSESSMENT,STOCH ENV RES RISK A,STOCH ENVIRON RES RISK ASSESS,1436-3240,1436-3259,ENGINEERING
STOCHASTIC MODELS,STOCH MODELS,STOCH MODELS,1532-6349,1532-4214,MATHEMATICS
STOCHASTIC PROCESSES AND THEIR APPLICATIONS,STOCH PROC APPL,STOCH PROC APPL,0304-4149,1879-209X,MATHEMATICS
STOCHASTICS AND DYNAMICS,STOCH DYNAM,STOCH DYN,0219-4937,1793-6799,MATHEMATICS
STOCHASTICS AND PARTIAL DIFFERENTIAL EQUATIONS-ANALYSIS AND COMPUTATIONS,STOCH PARTIAL DIFFER,STOCH PARTIAL DIFFER EQU-ANAL,2194-0401,2194-041X,MATHEMATICS
STOCHASTICS-AN INTERNATIONAL JOURNAL OF PROBABILITY AND STOCHASTIC PROCESSES,STOCHASTICS,STOCHASTICS,1744-2508,1744-2516,MATHEMATICS
STOCHASTICS-AN INTERNATIONAL JOURNAL OF PROBABILITY AND STOCHASTIC REPORTS,,,,,MATHEMATICS
STRAHLENTHERAPIE UND ONKOLOGIE,STRAHLENTHER ONKOL,STRAHLENTHER ONKOL,0179-7158,1439-099X,CLINICAL MEDICINE
STRAIN,STRAIN,STRAIN,0039-2103,1475-1305,MATERIALS SCIENCE
STRATEGIC ENTREPRENEURSHIP JOURNAL,STRATEG ENTREP J,STRATEG ENTREP J,1932-4391,1932-443X,ECONOMICS & BUSINESS
STRATEGIC MANAGEMENT JOURNAL,STRATEGIC MANAGE J,STRATEG MANAGE J,0143-2095,1097-0266,ECONOMICS & BUSINESS
STRATEGIC ORGANIZATION,STRATEG ORGAN,STRATEG ORGAN,1476-1270,1741-315X,ECONOMICS & BUSINESS
STRATIGRAPHY,STRATIGRAPHY,STRATIGRAPHY,1547-139X,2331-656X,GEOSCIENCES
STRATIGRAPHY AND GEOLOGICAL CORRELATION,STRATIGR GEO CORREL+,STRATIGR GEOLOG CORRELATION,0869-5938,1555-6263,GEOSCIENCES
STRENGTH AND CONDITIONING JOURNAL,STRENGTH COND J,STRENGTH CONDITIONING J,1524-1602,1533-4295,CLINICAL MEDICINE
STRENGTH OF MATERIALS,STRENGTH MATER+,STRENGTH MATER-ENGL TR,0039-2316,1573-9325,MATERIALS SCIENCE
STRESS AND HEALTH,STRESS HEALTH,STRESS HEALTH,1532-3005,1532-2998,PSYCHIATRY/PSYCHOLOGY
STRESS-THE INTERNATIONAL JOURNAL ON THE BIOLOGY OF STRESS,STRESS,STRESS,1025-3890,1607-8888,PSYCHIATRY/PSYCHOLOGY
STROJNISKI VESTNIK-JOURNAL OF MECHANICAL ENGINEERING,STROJ VESTN-J MECH E,STROJNISKI VESTN-J MECH ENG,0039-2480,,ENGINEERING
STROKE,STROKE,STROKE,0039-2499,1524-4628,NEUROSCIENCE & BEHAVIOR
STROKE AND VASCULAR NEUROLOGY,STROKE VASC NEUROL,STROKE VASC NEUROL,2059-8688,2059-8696,NEUROSCIENCE & BEHAVIOR
STRUCTURAL AND MULTIDISCIPLINARY OPTIMIZATION,STRUCT MULTIDISCIP O,STRUCT MULTIDISCIP OPTIM,1615-147X,1615-1488,ENGINEERING
STRUCTURAL CHANGE AND ECONOMIC DYNAMICS,STRUCT CHANGE ECON D,STRUCT CHANGE ECON DYN,0954-349X,1873-6017,ECONOMICS & BUSINESS
STRUCTURAL CHEMISTRY,STRUCT CHEM,STRUCT CHEM,1040-0400,1572-9001,CHEMISTRY
STRUCTURAL CONCRETE,STRUCT CONCRETE,STRUCT CONCR,1464-4177,1751-7648,ENGINEERING
STRUCTURAL CONTROL & HEALTH MONITORING,STRUCT CONTROL HLTH,STRUCT CONTROL HEALTH MONIT,1545-2255,1545-2263,ENGINEERING
STRUCTURAL DESIGN OF TALL AND SPECIAL BUILDINGS,STRUCT DES TALL SPEC,STRUCT DES TALL SPEC BUILD,1541-7794,1541-7808,ENGINEERING
STRUCTURAL DYNAMICS-US,STRUCT DYNAM-US,STRUCT DYN-US,****-****,2329-7778,PHYSICS
STRUCTURAL ENGINEERING AND MECHANICS,STRUCT ENG MECH,STRUCT ENG MECH,1225-4568,1598-6217,ENGINEERING
STRUCTURAL ENGINEERING INTERNATIONAL,STRUCT ENG INT,STRUCT ENG INT,1016-8664,1683-0350,ENGINEERING
STRUCTURAL EQUATION MODELING-A MULTIDISCIPLINARY JOURNAL,STRUCT EQU MODELING,STRUCT EQU MODELING,1070-5511,1532-8007,"SOCIAL SCIENCES, GENERAL"
STRUCTURAL HEALTH MONITORING-AN INTERNATIONAL JOURNAL,STRUCT HEALTH MONIT,STRUCT HEALTH MONIT,1475-9217,1741-3168,ENGINEERING
STRUCTURAL SAFETY,STRUCT SAF,STRUCT SAF,0167-4730,1879-3355,ENGINEERING
STRUCTURE,STRUCTURE,STRUCTURE,0969-2126,1878-4186,BIOLOGY & BIOCHEMISTRY
STRUCTURE AND INFRASTRUCTURE ENGINEERING,STRUCT INFRASTRUCT E,STRUCT INFRASTRUCT ENG,1573-2479,1744-8980,ENGINEERING
STRUCTURES,STRUCTURES,STRUCTURES,2352-0124,2352-0124,ENGINEERING
STUDIA GEOPHYSICA ET GEODAETICA,STUD GEOPHYS GEOD,STUD GEOPHYS GEOD,0039-3169,1573-1626,GEOSCIENCES
STUDIA LOGICA,STUD LOGICA,STUD LOG,0039-3215,1572-8730,MATHEMATICS
STUDIA MATHEMATICA,STUD MATH,STUD MATH,0039-3223,1730-6337,MATHEMATICS
STUDIA PSYCHOLOGICA,STUD PSYCHOL,STUD PSYCHOL,0039-3320,2585-8815,PSYCHIATRY/PSYCHOLOGY
STUDIA SCIENTIARUM MATHEMATICARUM HUNGARICA,STUD SCI MATH HUNG,STUD SCI MATH HUNG,0081-6906,1588-2896,MATHEMATICS
STUDIA SOCJOLOGICZNE,STUD SOCJOLOGICZNE,STUD SOCJOL,0039-3371,,"SOCIAL SCIENCES, GENERAL"
STUDIA UNIVERSITATIS BABES-BOLYAI CHEMIA,STUD U BABES-BOL CHE,STUD UNIV BABES-BOLYAI CHEM,1224-7154,,CHEMISTRY
STUDIES IN AMERICAN POLITICAL DEVELOPMENT,STUD AM POLIT DEV,STUD AMER POLIT DEV,0898-588X,1469-8692,"SOCIAL SCIENCES, GENERAL"
STUDIES IN APPLIED MATHEMATICS,STUD APPL MATH,STUD APPL MATH,0022-2526,1467-9590,MATHEMATICS
STUDIES IN COMPARATIVE INTERNATIONAL DEVELOPMENT,STUD COMP INT DEV,STUD COMP INT DEVELOP,0039-3606,1936-6167,"SOCIAL SCIENCES, GENERAL"
STUDIES IN CONFLICT & TERRORISM,STUD CONFL TERROR,STUD CONFL TERROR,1057-610X,1521-0731,"SOCIAL SCIENCES, GENERAL"
STUDIES IN CONSERVATION,STUD CONSERV,STUDIES CONSERVATION,0039-3630,2047-0584,CHEMISTRY
STUDIES IN CONTINUING EDUCATION,STUD CONTIN EDUC,STUD CONTIN EDUC,0158-037X,1470-126X,"SOCIAL SCIENCES, GENERAL"
STUDIES IN EAST EUROPEAN THOUGHT,STUD E EUR THOUGHT,STUD E EUR THOUGHT,0925-9392,1573-0948,"SOCIAL SCIENCES, GENERAL"
STUDIES IN EDUCATIONAL EVALUATION,STUD EDUC EVAL,STUD EDUC EVAL,0191-491X,,"SOCIAL SCIENCES, GENERAL"
STUDIES IN FAMILY PLANNING,STUD FAMILY PLANN,STUD FAM PLANN,0039-3665,1728-4465,"SOCIAL SCIENCES, GENERAL"
STUDIES IN HIGHER EDUCATION,STUD HIGH EDUC,STUD HIGH EDUC,0307-5079,1470-174X,"SOCIAL SCIENCES, GENERAL"
STUDIES IN HISTORY AND PHILOSOPHY OF MODERN PHYSICS,STUD HIST PHILOS M P,STUD HIST PHILOS MOD PHYS,1355-2198,1879-2502,PHYSICS
STUDIES IN HISTORY AND PHILOSOPHY OF SCIENCE,STUD HIST PHILOS SCI,STUD HIST PHIL SCI,0039-3681,1879-2510,"SOCIAL SCIENCES, GENERAL"
STUDIES IN HISTORY AND PHILOSOPHY OF SCIENCE PART C-STUDIES IN HISTORY AND PHILOSOPHY OF BIOLOGICAL AND BIOMEDICAL SCIENCES,STUD HIST PHI PART C,STUD HIST PHILOS SCI PART C,1369-8486,1879-2499,"SOCIAL SCIENCES, GENERAL"
STUDIES IN INFORMATICS AND CONTROL,STUD INFORM CONTROL,STUD INFORM CONTROL,1220-1766,,ENGINEERING
STUDIES IN LANGUAGE,STUD LANG,STUD LANG,0378-4177,1569-9978,"SOCIAL SCIENCES, GENERAL"
STUDIES IN MYCOLOGY,STUD MYCOL,STUD MYCOL,0166-0616,1872-9797,PLANT & ANIMAL SCIENCE
STUDIES IN NONLINEAR DYNAMICS AND ECONOMETRICS,STUD NONLINEAR DYN E,STUD NONLINEAR DYN ECONOM,1081-1826,1558-3708,ECONOMICS & BUSINESS
STUDIES IN PHILOSOPHY AND EDUCATION,STUD PHILOS EDUC,STUD PHILOS EDUC,0039-3746,1573-191X,"SOCIAL SCIENCES, GENERAL"
STUDIES IN PSYCHOLOGY,STUD PSYCHOL-MADRID,STUD PSYCHOL,0210-9395,1579-3699,PSYCHIATRY/PSYCHOLOGY
STUDIES IN SCIENCE EDUCATION,STUD SCI EDUC,STUD SCI EDUC,0305-7267,1940-8412,"SOCIAL SCIENCES, GENERAL"
STUDIES IN SECOND LANGUAGE ACQUISITION,STUD SECOND LANG ACQ,STUD SECOND LANG ACQUIS,0272-2631,1470-1545,"SOCIAL SCIENCES, GENERAL"
STUDIES IN SECOND LANGUAGE LEARNING AND TEACHING,STUD SECOND LANG LE,STUD SECOND LANG LEARN TEACH,2083-5205,2084-1965,"SOCIAL SCIENCES, GENERAL"
STUDIES ON ETHNO-MEDICINE,STUD ETHNO-MED,STUD ETHNO-MED,0973-5070,0973-5070,"SOCIAL SCIENCES, GENERAL"
STUDIES ON NEOTROPICAL FAUNA AND ENVIRONMENT,STUD NEOTROP FAUNA E,STUD NEOTROP FAUNA ENVIRON,0165-0521,1744-5140,PLANT & ANIMAL SCIENCE
SUBSTANCE ABUSE,SUBST ABUS,SUBST ABUS,0889-7077,1547-0164,"SOCIAL SCIENCES, GENERAL"
SUBSTANCE ABUSE TREATMENT PREVENTION AND POLICY,SUBST ABUSE TREAT PR,SUBST ABUS TREATMENT PREV POL,****-****,1747-597X,"SOCIAL SCIENCES, GENERAL"
SUBSTANCE USE & MISUSE,SUBST USE MISUSE,SUBST USE MISUSE,1082-6084,1532-2491,"SOCIAL SCIENCES, GENERAL"
SUBTERRANEAN BIOLOGY,SUBTERR BIOL,SUBTERR BIOL,1768-1448,1314-2615,PLANT & ANIMAL SCIENCE
SUCHTTHERAPIE,SUCHTTHERAPIE,SUCHTTHERAPIE,1439-9903,1439-989X,PSYCHIATRY/PSYCHOLOGY
SUGAR INDUSTRY-ZUCKERINDUSTRIE,SUGAR IND,SUGAR IND,0344-8657,,AGRICULTURAL SCIENCES
SUGAR TECH,SUGAR TECH,SUGAR TECH,0972-1525,0974-0740,AGRICULTURAL SCIENCES
SUICIDE AND LIFE-THREATENING BEHAVIOR,SUICIDE LIFE-THREAT,SUICIDE LIFE-THREATEN BEHAV,0363-0234,1943-278X,PSYCHIATRY/PSYCHOLOGY
SUMARSKI LIST,SUMAR LIST,SUMAR LIST,0373-1332,1846-9140,PLANT & ANIMAL SCIENCE
SUPERCONDUCTOR SCIENCE & TECHNOLOGY,SUPERCOND SCI TECH,SUPERCONDUCT SCI TECHNOL,0953-2048,1361-6668,PHYSICS
SUPERLATTICES AND MICROSTRUCTURES,SUPERLATTICE MICROST,SUPERLATTICE MICROSTRUCT,0749-6036,1096-3677,PHYSICS
SUPPLY CHAIN MANAGEMENT-AN INTERNATIONAL JOURNAL,SUPPLY CHAIN MANAG,SUPPLY CHAIN MANAG,1359-8546,1758-6852,ECONOMICS & BUSINESS
SUPPORTIVE CARE IN CANCER,SUPPORT CARE CANCER,SUPPORT CARE CANCER,0941-4355,1433-7339,CLINICAL MEDICINE
SUPRAMOLECULAR CHEMISTRY,SUPRAMOL CHEM,SUPRAMOL CHEM,1061-0278,1029-0478,CHEMISTRY
SURFACE & COATINGS TECHNOLOGY,SURF COAT TECH,SURF COAT TECH,0257-8972,1879-3347,MATERIALS SCIENCE
SURFACE AND INTERFACE ANALYSIS,SURF INTERFACE ANAL,SURF INTERFACE ANAL,0142-2421,1096-9918,PHYSICS
SURFACE COATINGS INTERNATIONAL,SURF COAT INT,SURF COAT INT,1754-0925,,MATERIALS SCIENCE
SURFACE ENGINEERING,SURF ENG,SURF ENG,0267-0844,1743-2944,MATERIALS SCIENCE
SURFACE ENGINEERING AND APPLIED ELECTROCHEMISTRY,SURF ENG APPL ELECT+,SURF ENG APPL ELECTROCHEM,1068-3755,1934-8002,CHEMISTRY
SURFACE INNOVATIONS,SURF INNOV,SURF INNOV,2050-6252,2050-6260,MATERIALS SCIENCE
SURFACE REVIEW AND LETTERS,SURF REV LETT,SURF REV LETTERS,0218-625X,1793-6667,PHYSICS
SURFACE SCIENCE,SURF SCI,SURFACE SCI,0039-6028,1879-2758,PHYSICS
SURFACE SCIENCE REPORTS,SURF SCI REP,SURF SCI REP,0167-5729,1879-274X,PHYSICS
SURFACE TOPOGRAPHY-METROLOGY AND PROPERTIES,SURF TOPOGR-METROL,SURF TOPOGR-METROL PROP,2051-672X,2051-672X,MATERIALS SCIENCE
SURFACES AND INTERFACES,SURF INTERFACES,SURF INTERFACES,2468-0230,2468-0230,MATERIALS SCIENCE
SURGEON-JOURNAL OF THE ROYAL COLLEGES OF SURGEONS OF EDINBURGH AND IRELAND,SURG-J R COLL SURG E,SURG J R COLL SURG EDINB IREL,1479-666X,2405-5840,CLINICAL MEDICINE
SURGERY,SURGERY,SURGERY,0039-6060,,CLINICAL MEDICINE
SURGERY FOR OBESITY AND RELATED DISEASES,SURG OBES RELAT DIS,SURG OBES RELAT DIS,1550-7289,1878-7533,CLINICAL MEDICINE
SURGERY TODAY,SURG TODAY,SURG TODAY,0941-1291,1436-2813,CLINICAL MEDICINE
SURGICAL AND RADIOLOGIC ANATOMY,SURG RADIOL ANAT,SURG RADIOL ANATOMY,0930-1038,1279-8517,CLINICAL MEDICINE
SURGICAL CLINICS OF NORTH AMERICA,SURG CLIN N AM,SURG CLIN N AMER,0039-6109,1558-3171,CLINICAL MEDICINE
SURGICAL ENDOSCOPY AND OTHER INTERVENTIONAL TECHNIQUES,SURG ENDOSC,SURG ENDOSC,0930-2794,1432-2218,CLINICAL MEDICINE
SURGICAL INFECTIONS,SURG INFECT,SURG INFECT,1096-2964,1557-8674,CLINICAL MEDICINE
SURGICAL INNOVATION,SURG INNOV,SURG INNOV,1553-3506,1553-3514,CLINICAL MEDICINE
SURGICAL LAPAROSCOPY ENDOSCOPY & PERCUTANEOUS TECHNIQUES,SURG LAPARO ENDO PER,SURG LAPAROSC ENDOSC PERCUTAN,1530-4515,1534-4908,CLINICAL MEDICINE
SURGICAL ONCOLOGY CLINICS OF NORTH AMERICA,SURG ONCOL CLIN N AM,SURG ONCOL CLIN N AM,1055-3207,1558-5042,CLINICAL MEDICINE
SURGICAL ONCOLOGY-OXFORD,SURG ONCOL,SURG ONCOL,0960-7404,1879-3320,CLINICAL MEDICINE
SURGICAL PRACTICE,SURG PRACT,SURG PRACT,1744-1625,1744-1633,CLINICAL MEDICINE
SURVEY METHODOLOGY,SURV METHODOL,SURV METHODOL,0714-0045,,"SOCIAL SCIENCES, GENERAL"
SURVEY OF OPHTHALMOLOGY,SURV OPHTHALMOL,SURV OPHTHALMOL,0039-6257,1879-3304,CLINICAL MEDICINE
SURVEY RESEARCH METHODS,SURV RES METHODS-GER,SURV RES METHODS,1864-3361,1864-3361,"SOCIAL SCIENCES, GENERAL"
SURVEY REVIEW,SURV REV,SURV REV,0039-6265,1752-2706,ENGINEERING
SURVEYS IN GEOPHYSICS,SURV GEOPHYS,SURV GEOPHYS,0169-3298,1573-0956,GEOSCIENCES
SURVIVAL,SURVIVAL,SURVIVAL,0039-6338,1468-2699,"SOCIAL SCIENCES, GENERAL"
SUSTAINABILITY,SUSTAINABILITY-BASEL,SUSTAINABILITY,****-****,2071-1050,ENVIRONMENT/ECOLOGY
SUSTAINABILITY ACCOUNTING MANAGEMENT AND POLICY JOURNAL,SUSTAIN ACCOUNT MANA,SUSTAIN ACCOUNT MANAG POLICY,2040-8021,2040-803X,ECONOMICS & BUSINESS
SUSTAINABILITY SCIENCE,SUSTAIN SCI,SUSTAIN SCI,1862-4065,1862-4057,ENVIRONMENT/ECOLOGY
SUSTAINABLE CHEMISTRY AND PHARMACY,SUSTAIN CHEM PHARM,SUSTAIN CHEM PHARM,****-****,2352-5541,CHEMISTRY
SUSTAINABLE CITIES AND SOCIETY,SUSTAIN CITIES SOC,SUSTAIN CITIES SOC,2210-6707,2210-6715,ENGINEERING
SUSTAINABLE COMPUTING-INFORMATICS & SYSTEMS,SUSTAIN COMPUT-INFOR,SUSTAIN COMPUT-INF SYST,2210-5379,2210-5387,COMPUTER SCIENCE
SUSTAINABLE DEVELOPMENT,SUSTAIN DEV,SUSTAIN DEV,0968-0802,1099-1719,"SOCIAL SCIENCES, GENERAL"
SUSTAINABLE ENERGY & FUELS,SUSTAIN ENERG FUELS,SUSTAIN ENERG FUELS,2398-4902,2398-4902,MATERIALS SCIENCE
SUSTAINABLE ENERGY GRIDS & NETWORKS,SUSTAIN ENERGY GRIDS,SUSTAIN ENERGY GRIDS NETW,2352-4677,2352-4677,ENGINEERING
SUSTAINABLE ENERGY TECHNOLOGIES AND ASSESSMENTS,SUSTAIN ENERGY TECHN,SUSTAIN ENERGY TECHNOL ASSESS,2213-1388,2213-1396,ENGINEERING
SUSTAINABLE ENVIRONMENT RESEARCH,SUSTAIN ENVIRON RES,SUSTAIN ENVIRON RES,2468-2039,2468-2039,ENGINEERING
SUSTAINABLE MATERIALS AND TECHNOLOGIES,SUSTAIN MATER TECHNO,SUSTAIN MATER TECHNOL,2214-9937,2214-9937,MATERIALS SCIENCE
SUSTAINABLE PRODUCTION AND CONSUMPTION,SUSTAIN PROD CONSUMP,SUSTAIN PROD CONSUMP,2352-5509,2352-5509,"SOCIAL SCIENCES, GENERAL"
SUVREMENA PSIHOLOGIJA,SUVREM PSIHOL,SUVREM PSIHOL,1331-9264,,PSYCHIATRY/PSYCHOLOGY
SWARM AND EVOLUTIONARY COMPUTATION,SWARM EVOL COMPUT,SWARM EVOL COMPUT,2210-6502,2210-6510,COMPUTER SCIENCE
SWARM INTELLIGENCE,SWARM INTELL-US,SWARM INTELL,1935-3812,1935-3820,COMPUTER SCIENCE
SWEDISH DENTAL JOURNAL,SWED DENT J,SWED DENT J,0347-9994,,CLINICAL MEDICINE
SWISS JOURNAL OF GEOSCIENCES,SWISS J GEOSCI,SWISS J GEOSCI,1661-8726,1661-8734,GEOSCIENCES
SWISS JOURNAL OF PALAEONTOLOGY,SWISS J PALAEONTOL,SWISS PALAEONTOL,1664-2376,1664-2384,GEOSCIENCES
SWISS JOURNAL OF PSYCHOLOGY,SWISS J PSYCHOL,SWISS J PSYCHOLOGY,1421-0185,1662-0879,PSYCHIATRY/PSYCHOLOGY
SWISS MEDICAL WEEKLY,SWISS MED WKLY,SWISS MED WKLY,1424-7860,1424-3997,CLINICAL MEDICINE
SWISS POLITICAL SCIENCE REVIEW,SWISS POLIT SCI REV,SWISS POLIT SCI REV,1424-7755,1662-6370,"SOCIAL SCIENCES, GENERAL"
SWS-RUNDSCHAU,SWS-RUNDSCH,SWS-RUNDSCH,1013-1469,,"SOCIAL SCIENCES, GENERAL"
SYDOWIA,SYDOWIA,SYDOWIA,0082-0598,,PLANT & ANIMAL SCIENCE
SYLWAN,SYLWAN,SYLWAN,0039-7660,,PLANT & ANIMAL SCIENCE
SYMBIOSIS,SYMBIOSIS,SYMBIOSIS,0334-5114,1878-7665,BIOLOGY & BIOCHEMISTRY
SYMBOLIC INTERACTION,SYMB INTERACT,SYMB INTERACT,0195-6086,1533-8665,"SOCIAL SCIENCES, GENERAL"
SYMMETRY INTEGRABILITY AND GEOMETRY-METHODS AND APPLICATIONS,SYMMETRY INTEGR GEOM,SYMMETRY INTEGR GEOM,1815-0659,,PHYSICS
SYMMETRY-BASEL,SYMMETRY-BASEL,SYMMETRY-BASEL,****-****,2073-8994,MULTIDISCIPLINARY
SYNAPSE,SYNAPSE,SYNAPSE,0887-4476,1098-2396,NEUROSCIENCE & BEHAVIOR
SYNLETT,SYNLETT,SYNLETT,0936-5214,1437-2096,CHEMISTRY
SYNTAX-A JOURNAL OF THEORETICAL EXPERIMENTAL AND INTERDISCIPLINARY RESEARCH,SYNTAX-UK,SYNTAX,1368-0005,1467-9612,"SOCIAL SCIENCES, GENERAL"
SYNTHESE,SYNTHESE,SYNTHESE,0039-7857,1573-0964,"SOCIAL SCIENCES, GENERAL"
SYNTHESIS AND REACTIVITY IN INORGANIC METAL-ORGANIC AND NANO-METAL CHEMISTRY,SYNTH REACT INORG M,SYNTH REACT INORG MET-ORG NAN,1553-3174,1553-3182,CHEMISTRY
SYNTHESIS-STUTTGART,SYNTHESIS-STUTTGART,SYNTHESIS-STUTTGART,0039-7881,1437-210X,CHEMISTRY
SYNTHETIC AND SYSTEMS BIOTECHNOLOGY,SYN SYST BIOTECHNO,SYNTH SYST BIOTECHNOL,2405-805X,2405-805X,BIOLOGY & BIOCHEMISTRY
SYNTHETIC BIOLOGY,SYN BIOL,SYN BIOL,****-****,2397-7000,BIOLOGY & BIOCHEMISTRY
SYNTHETIC COMMUNICATIONS,SYNTHETIC COMMUN,SYN COMMUN,0039-7911,1532-2432,CHEMISTRY
SYNTHETIC METALS,SYNTHETIC MET,SYNTHET METAL,0379-6779,0379-6779,PHYSICS
SYSTEM,SYSTEM,SYSTEM,0346-251X,1879-3282,"SOCIAL SCIENCES, GENERAL"
SYSTEM DYNAMICS REVIEW,SYST DYNAM REV,SYST DYNAM REV,0883-7066,1099-1727,ECONOMICS & BUSINESS
SYSTEMATIC AND APPLIED ACAROLOGY,SYST APPL ACAROL-UK,SYST APPL ACAROL,1362-1971,2056-6069,PLANT & ANIMAL SCIENCE
SYSTEMATIC AND APPLIED MICROBIOLOGY,SYST APPL MICROBIOL,SYST APPL MICROBIOL,0723-2020,1618-0984,MICROBIOLOGY
SYSTEMATIC BIOLOGY,SYST BIOL,SYST BIOL,1063-5157,1076-836X,ENVIRONMENT/ECOLOGY
SYSTEMATIC BOTANY,SYST BOT,SYST BOT,0363-6445,1548-2324,PLANT & ANIMAL SCIENCE
SYSTEMATIC ENTOMOLOGY,SYST ENTOMOL,SYST ENTOMOL,0307-6970,1365-3113,PLANT & ANIMAL SCIENCE
SYSTEMATIC PARASITOLOGY,SYST PARASITOL,SYST PARASITOL,0165-5752,1573-5192,MICROBIOLOGY
SYSTEMATIC REVIEWS,SYST REV-LONDON,SYST REV,****-****,2046-4053,CLINICAL MEDICINE
SYSTEMATICS AND BIODIVERSITY,SYST BIODIVERS,SYST BIODIVERS,1477-2000,1478-0933,ENVIRONMENT/ECOLOGY
SYSTEMIC BIOLOGY,,,,,ENVIRONMENT/ECOLOGY
SYSTEMIC PRACTICE AND ACTION RESEARCH,SYST PRACT ACT RES,SYST PRACT ACTION RES,1094-429X,1573-9295,ECONOMICS & BUSINESS
SYSTEMS,SYSTEMS-BASEL,SYSTEMS-BASEL,****-****,2079-8954,"SOCIAL SCIENCES, GENERAL"
SYSTEMS & CONTROL LETTERS,SYST CONTROL LETT,SYST CONTROL LETT,0167-6911,1872-7956,ENGINEERING
SYSTEMS BIOLOGY IN REPRODUCTIVE MEDICINE,SYST BIOL REPROD MED,SYST BIOL REPROD MED,1939-6368,1939-6376,CLINICAL MEDICINE
SYSTEMS ENGINEERING,SYSTEMS ENG,SYST ENG,1098-1241,1520-6858,ENGINEERING
SYSTEMS RESEARCH AND BEHAVIORAL SCIENCE,SYST RES BEHAV SCI,SYST RES BEHAV SCI,1092-7026,1099-1743,ECONOMICS & BUSINESS
TAIWANESE JOURNAL OF MATHEMATICS,TAIWAN J MATH,TAIWAN J MATH,1027-5487,2224-6851,MATHEMATICS
TAIWANESE JOURNAL OF OBSTETRICS & GYNECOLOGY,TAIWAN J OBSTET GYNE,TAIWAN J OBSTET GYNECOL,1028-4559,,CLINICAL MEDICINE
TAIWANIA,TAIWANIA,TAIWANIA,0372-333X,,PLANT & ANIMAL SCIENCE
TALANTA,TALANTA,TALANTA,0039-9140,1873-3573,CHEMISTRY
TAPPI JOURNAL,TAPPI J,TAPPI J,0734-1415,,MATERIALS SCIENCE
TARGETED ONCOLOGY,TARGET ONCOL,TARGET ONCOL,1776-2596,1776-260X,CLINICAL MEDICINE
TARGET-INTERNATIONAL JOURNAL OF TRANSLATION STUDIES,TARGET-NETH,TARGET,0924-1884,1569-9986,"SOCIAL SCIENCES, GENERAL"
TAXON,TAXON,TAXON,0040-0262,1996-8175,PLANT & ANIMAL SCIENCE
TEACHER EDUCATION AND SPECIAL EDUCATION,TEACH EDUC SPEC EDUC,TEACH EDUC SPEC EDUC,0888-4064,1944-4931,"SOCIAL SCIENCES, GENERAL"
TEACHERS AND TEACHING,TEACH TEACH,TEACH TEACH,1354-0602,1470-1278,"SOCIAL SCIENCES, GENERAL"
TEACHERS COLLEGE RECORD,TEACH COLL REC,TEACH COLL REC,0161-4681,1467-9620,"SOCIAL SCIENCES, GENERAL"
TEACHING AND LEARNING IN MEDICINE,TEACH LEARN MED,TEACH LEARN MED,1040-1334,1532-8015,CLINICAL MEDICINE
TEACHING AND TEACHER EDUCATION,TEACH TEACH EDUC,TEACH TEACH EDUC,0742-051X,1879-2480,"SOCIAL SCIENCES, GENERAL"
TEACHING IN HIGHER EDUCATION,TEACH HIGH EDUC,TEACH HIGH EDUC,1356-2517,1470-1294,"SOCIAL SCIENCES, GENERAL"
TEACHING OF PSYCHOLOGY,TEACH PSYCHOL,TEACH PSYCHOL,0098-6283,1532-8023,PSYCHIATRY/PSYCHOLOGY
TEACHING SOCIOLOGY,TEACH SOCIOL,TEACH SOCIOL,0092-055X,1939-862X,"SOCIAL SCIENCES, GENERAL"
TECHNICAL COMMUNICATION,TECH COMMUN-STC,TECH COMMUN,0049-3155,,"SOCIAL SCIENCES, GENERAL"
TECHNICAL PHYSICS,TECH PHYS+,TECH PHYS,1063-7842,1090-6525,PHYSICS
TECHNICAL PHYSICS LETTERS,TECH PHYS LETT+,TECH PHYS LETT,1063-7850,1090-6533,PHYSICS
